min_sigma1,quant05,quant25,quant50,quant75,quant95,max,mode,mean,last,min_sigma2,quant05,quant25,quant50,quant75,quant95,max,mode,mean,last,min_lambda,quant05,quant25,quant50,quant75,quant95,max_lambda,mode_lambda,mean_lambda,last_lambda,min_tau,quant05,quant25,quant50,quant75,quant95,max_tau,mode_tau,mean_tau,last_tau,sigma_upper_limit1,sigma_upper_limit2
0.139, 0.228, 0.371, 0.65, 3.028, 11.257, 13.714,0.481,2.51,0.181,0.561, 1.234, 2.393, 9.838, 25.701, 45.731, 49.639,2.778,15.493,18.31,0.058, 0.141, 0.262, 0.441, 0.791, 2.205, 515.122,0.799,1.984,0.449,0.172, 30.191, 86.878, 168.372, 290.536, 591.605, 995.379,89.877,218.003,280.371,3.042,12.03,
