min_sigma1,quant05,quant25,quant50,quant75,quant95,max,mode,mean,last,min_sigma2,quant05,quant25,quant50,quant75,quant95,max,mode,mean,last,min_lambda,quant05,quant25,quant50,quant75,quant95,max_lambda,mode_lambda,mean_lambda,last_lambda,min_tau,quant05,quant25,quant50,quant75,quant95,max_tau,mode_tau,mean_tau,last_tau,sigma_upper_limit1,sigma_upper_limit2
0.162, 0.239, 0.375, 0.619, 2.98, 11.384, 13.784,0.466,2.509,1.868,0.644, 1.315, 2.726, 9.421, 27.086, 45.444, 49.73,3.095,15.749,1.664,0.067, 0.156, 0.321, 0.539, 0.949, 2.145, 14.268,0.33,0.793,1.506,0.07, 0.34, 0.76, 1.374, 2.432, 4.775, 11.486,0.789,1.825,0.597,3.042,12.03,
