"Sample"	"Sigma 1"	"Sigma 2"	"Lambda"	"Tau"	"LogLikelihood"
920	0.346691120109448	4.41403815298678	0.436266530263773	1.38327029759592	-59.2632633819721
930	0.349439245401002	32.6132460007393	0.812888704799566	1.54779574450264	-56.2318462143675
940	0.277128197114572	32.6132460007393	0.433057524136153	2.77628040237048	-55.1495041728745
950	1.03403341587721	9.3619912243513	0.447433307203021	1.90632196710169	-56.2179387752074
960	12.8089102799751	2.42535989987078	0.447433307203021	1.43597513617853	-58.7105636104017
970	10.4527379584098	3.58875029915696	0.447433307203021	2.74512238114216	-60.1277161531921
980	6.91617988973372	3.58875029915696	0.255874690027857	3.86732219347687	-59.498837096241
990	2.43865725761907	4.01017289362676	0.174261461516499	3.64945979396656	-58.1978402839217
1000	9.89797856217279	1.90309338841623	0.249064945312709	4.06558453442671	-57.0086975903348
1010	8.94756720494124	1.90309338841623	0.365553463971646	2.92828600138475	-58.0660887718115
1020	11.9519772484984	1.4798088612779	0.936571780010938	0.899737643635734	-59.0768753951205
1030	0.753552746693506	11.9707182742904	0.936571780010938	0.850115501256442	-58.8810613280562
1040	0.509800082231222	13.5870599499483	1.47349828182503	1.25975424746308	-60.8111516520824
1050	0.588462753158264	33.3515914960636	0.498118420335637	1.1201749707186	-58.2874707143064
1060	3.7071787490412	1.97550535803699	1.06862084969984	1.3009346203672	-60.6727981741384
1070	11.4019003176566	4.29636453341499	1.06862084969984	0.811276445519574	-59.8830876530556
1080	0.717390065404408	11.1533818850638	0.426631439053736	1.8126699903151	-55.5213648495698
1090	0.37948782577954	18.9183294923753	0.476142335954172	2.28236583535511	-56.2297285904258
1100	0.319094542742751	43.3445415027616	0.401367101579487	2.90917803479608	-54.7685672688327
1110	0.566956048396851	43.7314090805281	0.226094857737516	3.11432083071033	-55.9088682191421
1120	0.182983839954252	21.9186234006251	0.393234072006083	3.71856962665199	-57.1220356710129
1130	0.360489462018764	29.154091206991	0.280263465286785	3.71856962665199	-54.3490818635756
1140	0.449406731206272	6.02258860843535	0.371701024382491	2.60739354684368	-54.8543792755888
1150	0.293799407607943	14.3614670484836	0.557605264124526	1.82184782954663	-56.1360022589572
1160	0.416240843543862	42.6048845314013	0.216865141427208	4.192671461206	-54.580913177296
1170	0.232937395554211	20.1348375866851	0.357310085040656	3.36280260333764	-55.5223698444203
1180	0.297546491036008	29.4731204621962	0.389684833596908	1.79984804721508	-57.3233430723049
1190	0.525969378985226	8.84615688157572	0.879222841129257	1.12141999920902	-56.0807440420181
1200	1.36500286827937	5.74688523662238	0.739084464450604	1.42126049854731	-57.7139051844692
1210	0.917858749010583	21.1840651110025	0.637770449183019	1.40953072661296	-57.6581367342238
1220	0.371788762258251	46.1759560479644	0.398916140318411	2.73638875853565	-54.77496723526
1230	0.378094929573691	21.3673760887263	1.32742884813411	1.10386667705428	-56.7055004314059
1240	0.25208247082718	8.24703089614442	2.51042538779083	0.668413122208592	-59.1314927991672
1250	0.433901119497787	7.81177473792361	1.6840979533891	0.689093068525731	-56.8090007810953
1260	0.430233973731901	9.57537982033488	2.1951260464375	0.851022579248064	-58.9673574940946
1270	0.555284559443998	10.5245391109225	1.02225293493706	0.865726147737	-57.3353869521094
1280	0.337440037617534	29.00245751803	0.746979732940407	1.50056015943993	-55.6024750516095
1290	0.474697167305582	16.9928393264395	0.655254796060286	2.07674651354341	-57.21403915442
1300	0.52915785568736	23.0777226044651	0.662189792285586	1.56991988090533	-58.909472953584
1310	0.784395343689378	19.5284274577333	1.16595318928468	0.787737013515171	-58.2775714836861
1320	0.234320675602145	6.87385941245056	2.11925264216614	0.787737013515171	-61.2005273744327
1330	5.73164362303842	2.33267131031324	1.56166218081067	0.575835631561085	-59.4231869500412
1340	4.40830450035005	2.33267131031324	0.787788480113458	1.87603372929726	-58.9581767428956
1350	3.44571339694966	2.33267131031324	0.438960915855234	2.1901359981292	-56.4005202274557
1360	0.6610344367105	13.0978385302285	0.229819393252931	5.02631440911835	-56.5285772212927
1370	0.218680245095708	34.0215597463692	0.31535877090771	5.23542199600771	-55.7303812652541
1380	0.481613990591037	1.59698799619888	0.378894568063221	3.91697006292136	-56.082146885362
1390	8.63392078135177	2.25842410195776	0.130582647057915	8.22577317831421	-59.8895017895425
1400	8.97462605804998	1.23065130556946	0.154209737770102	6.84335670220867	-55.8108965817527
1410	6.49517673372322	1.27668758832202	0.181701696124241	5.26348389011156	-55.5942474039797
1420	4.78713784028992	1.38986624926472	0.121119742113096	9.14052888815277	-57.3240908031719
1430	2.15159288174465	1.03720286926041	0.18571060193313	6.5036022575914	-56.7034842920155
1440	10.2964306321529	1.57075153408877	0.194659696490397	4.64468496574557	-56.4475125081882
1450	1.61098254946318	1.54596489022165	0.117005833147161	8.18819004124691	-56.1318331099979
1460	0.541801338042882	2.88416459516895	0.25877781277717	6.12950821882251	-55.3173364583529
1470	0.372355721964537	10.20912122963	0.141611443795163	6.07001259953202	-54.4986395626874
1480	0.282168270721741	29.0934358185178	0.205433146306058	4.57573422259952	-53.6514911471541
1490	0.230975732260096	9.78099168585512	0.308506208925265	5.28145751943301	-54.9133063512634
1500	0.221476485785158	29.9173375858513	0.228587520181616	5.66726106244243	-53.9970567249094
1510	0.183324298558842	40.0683893271097	0.28010526048657	4.65437644049508	-55.6401904569791
1520	0.229184473497323	32.7705022359414	0.203351790484594	5.96127651419135	-54.6072985882327
